Edad,Genero,Nivel_Educativo,Titulo_Del_Trabajo,Años_De_Experiencia,Salario
36,Hombre,Titulo de Licenciatura,Desarrollador Front End,12,137878.0
30,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,4,92438.0
55,Mujer,Doctorado,Gerente de Ingenieros de Software,29,190543.0
35,Hombre,Titulo de Maestria,Ingeniero Full Stack,9,131547.0
23,Mujer,Escuela Secundaria,Desarrollador Back End,1,52807.0
43,Mujer,Doctorado,Gerente de Ingenieros de Software,19,156486.0
36,Hombre,Titulo de Maestria,Ingeniero Full Stack,11,138859.0
35,Otro,Titulo de Maestria,Ingeniero Full Stack,11,151078.0
31,Hombre,Titulo de Licenciatura,Desarrollador Back End,8,100679.0
54,Otro,Escuela Secundaria,Ingeniero de Software Senior,29,158966.0
43,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,20,142421.0
24,Hombre,Doctorado,Gerente de Ingenieros de Software,0,106686.0
52,Hombre,Titulo de Maestria,Ingeniero de Software Senior,27,186794.0
33,Mujer,Otro,Desarrollador Front End,9,119918.0
47,Hombre,Doctorado,Otro,0,174985.0
28,Hombre,Titulo de Licenciatura,Desarrollador Back End,0,72389.0
26,Hombre,Titulo de Maestria,Ingeniero Full Stack,4,91062.0
44,Mujer,Otro,Gerente de Ingenieros de Software,18,162454.0
32,Otro,Titulo de Maestria,Ingeniero de Proyectos Senior,8,122354.0
54,Hombre,Titulo de Licenciatura,bbb,25,179756.0
23,Hombre,Doctorado,Gerente de Ingenieros de Software,0,52612.0
38,Hombre,Titulo de Licenciatura,Desarrollador Back End,12,132442.0
30,Mujer,Otro,Ingeniero Full Stack,5,102828.0
31,Mujer,Titulo de Licenciatura,bbb,7,108267.0
30,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,5,100867.0
38,Hombre,Titulo de Licenciatura,Desarrollador Front End,11,136662.0
42,Hombre,Titulo de Maestria,Ingeniero Full Stack,0,177347.0
54,Hombre,Titulo de Maestria,Ingeniero Full Stack,28,191239.0
30,Mujer,Titulo de Maestria,Ingeniero Full Stack,0,110707.0
38,Hombre,Titulo de Licenciatura,Desarrollador Front End,0,136062.0
54,Mujer,Doctorado,bbb,32,191267.0
28,Mujer,Titulo de Licenciatura,bbb,0,70397.0
30,Mujer,Titulo de Maestria,Ingeniero Full Stack,0,110707.0
40,Hombre,Titulo de Maestria,Otro,17,151670.0
24,Otro,Titulo de Licenciatura,Desarrollador Back End,1,55935.0
45,Otro,Titulo de Maestria,Ingeniero de Software Senior,21,180367.0
38,Hombre,Titulo de Licenciatura,Otro,11,136062.0
55,Otro,Doctorado,Gerente de Ingenieros de Software,0,190543.0
26,Hombre,Titulo de Maestria,Desarrollador Front End,3,73640.0
49,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,0,182392.0
35,Mujer,Titulo de Maestria,Ingeniero Full Stack,11,151078.0
33,Mujer,Titulo de Maestria,bbb,10,113334.0
29,Otro,Titulo de Licenciatura,Ingeniero de Proyectos Senior,6,88552.0
28,Hombre,Otro,Desarrollador Back End,4,72389.0
42,Mujer,Titulo de Maestria,bbb,14,163978.0
33,Mujer,Titulo de Maestria,bbb,8,122970.0
31,Mujer,Titulo de Maestria,Ingeniero de Software Senior,0,114290.0
32,Hombre,Titulo de Maestria,Ingeniero de Proyectos Senior,8,122354.0
48,Mujer,Titulo de Maestria,Otro,0,185038.0
31,Mujer,Titulo de Licenciatura,Ingeniero de Software Senior,7,108267.0
26,Hombre,Titulo de Maestria,Ingeniero Full Stack,3,91397.0
28,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,4,82944.0
48,Hombre,Doctorado,Gerente de Ingenieros de Software,23,188288.0
36,Mujer,Titulo de Maestria,Ingeniero de Software Senior,14,141090.0
43,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,19,152726.0
33,Mujer,Titulo de Maestria,Desarrollador Back End,9,124141.0
26,Hombre,Titulo de Licenciatura,Desarrollador Front End,3,67556.0
50,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,22,182768.0
41,Hombre,Doctorado,Gerente de Ingenieros de Software,15,148727.0
29,Mujer,Titulo de Licenciatura,Otro,6,91903.0
38,Hombre,Titulo de Maestria,Ingeniero de Software Senior,14,147708.0
48,Mujer,Otro,Ingeniero de Proyectos Senior,21,163209.0
31,Hombre,Titulo de Maestria,Ingeniero Full Stack,8,120288.0
45,Hombre,Doctorado,Gerente de Ingenieros de Software,21,170226.0
35,Mujer,Titulo de Maestria,Ingeniero de Software Senior,11,134979.0
42,Hombre,Titulo de Licenciatura,Desarrollador Back End,16,137489.0
27,Mujer,Titulo de Maestria,Ingeniero Full Stack,4,83577.0
33,Hombre,Titulo de Licenciatura,Desarrollador Front End,9,117904.0
36,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,11,134482.0
54,Hombre,Doctorado,Gerente de Ingenieros de Software,30,184660.0
30,Mujer,Otro,Otro,5,100151.0
26,Hombre,Titulo de Maestria,Ingeniero Full Stack,3,88678.0
45,Mujer,Doctorado,Ingeniero de Proyectos Senior,21,181285.0
38,Hombre,Titulo de Maestria,Gerente de Ingenieros de Software,16,154990.0
31,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,7,108204.0
42,Hombre,Titulo de Maestria,Ingeniero de Software Senior,0,175684.0
28,Mujer,Titulo de Licenciatura,Desarrollador Back End,5,77766.0
48,Hombre,Doctorado,Gerente de Ingenieros de Software,24,192211.0
36,Mujer,Titulo de Maestria,Ingeniero Full Stack,13,144647.0
43,Hombre,Titulo de Licenciatura,Ingeniero de Proyectos Senior,20,162231.0
33,Mujer,Titulo de Maestria,Desarrollador Front End,9,121120.0
26,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,4,79652.0
50,Mujer,Titulo de Maestria,Ingeniero de Software Senior,21,177002.0
54,Hombre,Otro,Gerente de Ingenieros de Software,28,182013.0
31,Mujer,Titulo de Maestria,Ingeniero Full Stack,7,108799.0
36,Hombre,Titulo de Licenciatura,Ingeniero de Software Senior,13,135378.0
45,Mujer,Titulo de Maestria,Gerente de Ingenieros de Software,22,183530.0
42,Hombre,Titulo de Licenciatura,Desarrollador Back End,18,150901.0
28,Mujer,Titulo de Maestria,Ingeniero Full Stack,4,82697.0
48,Hombre,Doctorado,Ingeniero de Software Senior,26,194638.0
36,Mujer,Titulo de Maestria,Ingeniero de Proyectos Senior,12,130356.0
43,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,18,152560.0
33,Mujer,Titulo de Maestria,Desarrollador Front End,9,121432.0
26,Hombre,Titulo de Licenciatura,Desarrollador Back End,2,63789.0
50,Mujer,Otro,Ingeniero de Software Senior,23,183690.0
41,Hombre,Doctorado,Gerente de Ingenieros de Software,16,151310.0
29,Mujer,Titulo de Licenciatura,Ingeniero Full Stack,6,100358.0
38,Hombre,Titulo de Maestria,Ingeniero de Software Senior,15,148437.0
48,Mujer,Titulo de Licenciatura,Ingeniero de Proyectos Senior,22,168691.0
28,Hombre,Titulo de Licenciatura,Desarrollador de Software,1,50000.0
32,Mujer,Titulo de Maestria,Gerente de Producto,5,100000.0
26,Otro,Titulo de Licenciatura,Ingeniero de Software,2,60000.0
33,Mujer,Titulo de Maestria,Analista de Datos,6,90000.0
29,Hombre,Titulo de Licenciatura,Desarrollador Front End,3,70000.0
42,Hombre,Doctorado,Director de Ciencia de Datos,12,170000.0
36,Mujer,Titulo de Maestria,Cientifico de Datos,8,130000.0
27,Hombre,Titulo de Licenciatura,Desarrollador de Software,1,50000.0
34,Mujer,Titulo de Maestria,Gerente de Producto,7,120000.0
29,Hombre,Titulo de Licenciatura,Ingeniero de Software,4,80000.0
41,Mujer,Doctorado,Cientifico de Datos Senior,0,200000.0
36,Hombre,Doctorado,Director de Ciencia de Datos,12,170000.0
25,Mujer,Titulo de Maestria,Otro,2,60000.0
30,Otro,Titulo de Licenciatura,Ingeniero de Software,5,90000.0
42,Hombre,Titulo de Maestria,bbb,14,180000.0
23,Mujer,Titulo de Licenciatura,bbb,1,50000.0
24,Mujer,Titulo de Licenciatura,Desarrollador de Software,0,55000.0
36,Hombre,Otro,Cientifico de Datos Senior,12,170000.0
26,Hombre,Titulo de Licenciatura,Desarrollador de Software,0,60000.0
25,Otro,Titulo de Maestria,Ingeniero de Software,0,60000.0
36,Hombre,Doctorado,Cientifico de Datos Senior,0,170000.0
41,Mujer,Otro,Director de Ciencia de Datos,16,200000.0
41,Mujer,Doctorado,Director de Ciencia de Datos,0,200000.0
35,Mujer,Titulo de Maestria,Analista de Datos,0,120000.0
27,Mujer,Titulo de Licenciatura,Ingeniero de Software,0,70000.0
30,Mujer,Titulo de Licenciatura,Ingeniero de Software,4,80000.0
48,Hombre,Doctorado,Otro,18,210000.0
48,Hombre,Doctorado,Director de Ciencia de Datos,0,210000.0
34,Hombre,Otro,Cientifico de Datos,9,140000.0
30,Mujer,Otro,Ingeniero de Software,5,90000.0
48,Hombre,Otro,Director de Ciencia de Datos,18,210000.0
24,Otro,Titulo de Licenciatura,Desarrollador de Software,2,55000.0
36,Hombre,Doctorado,Cientifico de Datos Senior,0,170000.0
32,Hombre,Titulo de Maestria,Gerente de Producto,0,110000.0
42,Otro,Titulo de Maestria,Gerente de Producto,14,180000.0
28,Hombre,Titulo de Maestria,Desarrollador Web,5,80000.0
30,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos Junior,4,60000.0
25,Hombre,Titulo de Licenciatura,Desarrollador Web Junior,0,50000.0
22,Mujer,Escuela Secundaria,Generalista de Recursos Humanos Junior,0,40000.0
36,Hombre,Titulo de Licenciatura,Desarrollador Web,10,100000.0
29,Mujer,Titulo de Maestria,Generalista de Recursos Humanos Senior,4,75000.0
42,Hombre,Doctorado,Director de Recursos Humanos,16,140000.0
27,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos Junior,2,50000.0
38,Hombre,Titulo de Maestria,Gerente Senior de Recursos Humanos,0,110000.0
24,Mujer,Titulo de Licenciatura,Desarrollador Web,1,45000.0
31,Hombre,Escuela Secundaria,Desarrollador Web Junior,4,55000.0
39,Mujer,Doctorado,Director de Recursos Humanos,13,130000.0
26,Hombre,Titulo de Licenciatura,Generalista de Recursos Humanos Junior,2,50000.0
32,Mujer,Titulo de Maestria,Generalista de Recursos Humanos Senior,0,80000.0
32,Hombre,Titulo de Licenciatura,Desarrollador Web Junior,2,45000.0
24,Mujer,Escuela Secundaria,Generalista de Recursos Humanos Junior,1,32000.0
45,Hombre,Doctorado,Gerente Senior de Recursos Humanos,12,120000.0
29,Mujer,Titulo de Maestria,Otro,4,65000.0
27,Mujer,Titulo de Maestria,Director de Recursos Humanos,5,80000.0
31,Mujer,Escuela Secundaria,Coordinador de Recursos Humanos Junior,3,38000.0
42,Hombre,Titulo de Maestria,Desarrollador Web,10,110000.0
26,Mujer,Titulo de Licenciatura,Desarrollador Web Junior,2,45000.0
36,Hombre,Titulo de Maestria,Generalista de Recursos Humanos Senior,7,89000.0
28,Hombre,Escuela Secundaria,Generalista de Recursos Humanos Junior,1,32000.0
33,Mujer,Titulo de Licenciatura,Desarrollador Web,5,70000.0
46,Hombre,Doctorado,Director de Recursos Humanos,15,150000.0
30,Hombre,Titulo de Maestria,Desarrollador Web,4,65000.0
43,Mujer,Doctorado,Director de Recursos Humanos,14,140000.0
34,Hombre,Titulo de Licenciatura,Desarrollador Web Junior,3,50000.0
26,Mujer,Escuela Secundaria,Generalista de Recursos Humanos Junior,2,35000.0
41,Hombre,Titulo de Maestria,Generalista de Recursos Humanos Senior,0,115000.0
29,Mujer,Titulo de Maestria,Desarrollador Web,5,70000.0
35,Hombre,Titulo de Licenciatura,Desarrollador Web,6,80000.0
27,Mujer,Escuela Secundaria,Coordinador de Recursos Humanos Junior,1,30000.0
40,Hombre,Doctorado,Director de Recursos Humanos,13,135000.0
39,Hombre,Titulo de Maestria,Generalista de Recursos Humanos Senior,10,105000.0
31,Hombre,Escuela Secundaria,Generalista de Recursos Humanos Junior,2,35000.0
44,Mujer,Doctorado,Gerente Senior de Recursos Humanos,12,120000.0
28,Otro,Titulo de Maestria,Desarrollador Web,0,55000.0
32,Mujer,Titulo de Licenciatura,Desarrollador Web Junior,2,45000.0
45,Hombre,Titulo de Maestria,Director de Recursos Humanos,14,140000.0
26,Mujer,Titulo de Licenciatura,Desarrollador Web,3,55000.0
38,Hombre,Doctorado,Gerente Senior de Recursos Humanos,11,115000.0
27,Mujer,Titulo de Maestria,Generalista de Recursos Humanos Senior,4,70000.0
33,Hombre,Escuela Secundaria,Coordinador de Recursos Humanos Junior,3,38000.0
42,Mujer,Titulo de Maestria,Director de Recursos Humanos,13,135000.0
29,Hombre,Titulo de Licenciatura,Desarrollador Web Junior,2,45000.0
36,Mujer,Titulo de Maestria,Desarrollador Web,7,85000.0
30,Hombre,Escuela Secundaria,Generalista de Recursos Humanos Junior,1,32000.0
43,Mujer,Doctorado,Gerente Senior de Recursos Humanos,15,150000.0
34,Hombre,Titulo de Licenciatura,Desarrollador Web,0,65000.0
25,Mujer,Titulo de Maestria,Generalista de Recursos Humanos Junior,1,32000.0
37,Hombre,Doctorado,Otro,12,120000.0
24,Mujer,Titulo de Licenciatura,Desarrollador Web Junior,1,40000.0
39,Hombre,Titulo de Maestria,Generalista de Recursos Humanos Senior,9,95000.0
31,Hombre,Escuela Secundaria,Generalista de Recursos Humanos Junior,0,35000.0
44,Mujer,Doctorado,Director de Recursos Humanos,14,140000.0
28,Otro,Titulo de Licenciatura,Desarrollador Web,3,55000.0
45,Hombre,Doctorado,Director de Recursos Humanos,13,135000.0
38,Hombre,Titulo de Maestria,Generalista de Recursos Humanos Senior,8,95000.0
27,Mujer,Escuela Secundaria,Generalista de Recursos Humanos Junior,1,32000.0
33,Hombre,Titulo de Licenciatura,Desarrollador Web,5,70000.0
42,Mujer,Titulo de Maestria,Director de Recursos Humanos,12,120000.0
29,Hombre,Titulo de Maestria,Gerente Senior de Recursos Humanos,4,70000.0
30,Hombre,Escuela Secundaria,Coordinador de Recursos Humanos Junior,2,33000.0
43,Mujer,Doctorado,Gerente Senior de Recursos Humanos,0,150000.0
37,Hombre,Doctorado,Director de Recursos Humanos,11,115000.0
24,Mujer,Titulo de Licenciatura,Otro,1,40000.0
44,Mujer,Doctorado,Director de Recursos Humanos,13,135000.0
28,Hombre,Titulo de Licenciatura,Desarrollador Web,0,65000.0
32,Mujer,Titulo de Maestria,Gerente Senior de Recursos Humanos,6,80000.0
45,Hombre,Otro,Director de Recursos Humanos,14,140000.0
29,Otro,Titulo de Maestria,Gerente Senior de Recursos Humanos,4,70000.0
24,Mujer,Titulo de Licenciatura,Desarrollador Web,1,40000.0
39,Otro,Titulo de Maestria,bbb,10,105000.0
44,Otro,Doctorado,Director de Recursos Humanos,13,135000.0
28,Hombre,Titulo de Licenciatura,Desarrollador Web,4,65000.0
33,Hombre,Otro,Desarrollador Web,5,70000.0
42,Mujer,Titulo de Maestria,Director de Recursos Humanos,0,120000.0
45,Hombre,Doctorado,Director de Recursos Humanos,14,140000.0
29,Mujer,Titulo de Maestria,Desarrollador Web,4,65000.0
38,Hombre,Titulo de Licenciatura,Generalista de Recursos Humanos Senior,8,95000.0
33,Mujer,Titulo de Licenciatura,Desarrollador Web,0,70000.0
25,Mujer,Titulo de Licenciatura,Desarrollador Web Junior,1,40000.0
37,Mujer,Titulo de Maestria,Gerente Senior de Recursos Humanos,9,105000.0
41,Hombre,Titulo de Maestria,Generalista de Recursos Humanos Senior,11,115000.0
23,Mujer,Titulo de Licenciatura,Desarrollador Web Junior,1,40000.0
39,Otro,Titulo de Maestria,Generalista de Recursos Humanos Senior,10,105000.0
28,Hombre,Titulo de Maestria,Desarrollador Web,3,55000.0
45,Hombre,Titulo de Maestria,Otro,14,140000.0
27,Mujer,Otro,Generalista de Recursos Humanos Senior,0,70000.0
42,Mujer,Titulo de Maestria,bbb,13,135000.0
30,Hombre,Otro,Generalista de Recursos Humanos Junior,1,32000.0
34,Hombre,Titulo de Licenciatura,Desarrollador Web,4,65000.0
37,Hombre,Doctorado,Director de Recursos Humanos,12,120000.0
24,Otro,Otro,Desarrollador Web Junior,1,40000.0
39,Hombre,Titulo de Maestria,Generalista de Recursos Humanos Senior,0,95000.0
28,Hombre,Titulo de Licenciatura,Desarrollador Web,3,55000.0
29,Hombre,Otro,Gerente Senior de Recursos Humanos,4,70000.0
34,Otro,Titulo de Licenciatura,Desarrollador Web Junior,3,50000.0
37,Hombre,Doctorado,Director de Recursos Humanos,0,115000.0
24,Mujer,Titulo de Licenciatura,Otro,0,40000.0
38,Hombre,Titulo de Maestria,Generalista de Recursos Humanos Senior,0,95000.0
33,Hombre,Titulo de Licenciatura,Desarrollador Web,0,70000.0
25,Mujer,Titulo de Maestria,bbb,1,32000.0
37,Hombre,Otro,Director de Recursos Humanos,11,115000.0
39,Hombre,Titulo de Maestria,bbb,10,105000.0
42,Otro,Titulo de Maestria,Director de Recursos Humanos,0,120000.0
37,Hombre,Doctorado,Otro,11,115000.0
24,Mujer,Titulo de Licenciatura,bbb,1,40000.0
44,Mujer,Doctorado,Director de Recursos Humanos,0,135000.0
30,Hombre,Otro,Coordinador de Recursos Humanos Junior,2,33000.0
28,Hombre,Titulo de Licenciatura,Ingeniero de Software,3,60000.0
37,Mujer,Titulo de Maestria,Gerente de Marketing,9,100000.0
43,Hombre,Doctorado,Cientifico de Datos,15,150000.0
31,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos,4,55000.0
24,Hombre,Escuela Secundaria,Asociado de Ventas Junior,1,30000.0
29,Mujer,Titulo de Maestria,Desarrollador de Software,5,70000.0
35,Hombre,Titulo de Licenciatura,Gerente de Operaciones,0,90000.0
26,Mujer,Titulo de Maestria,Coordinador de Marketing,2,40000.0
42,Hombre,Doctorado,Cientifico de Datos,12,130000.0
34,Mujer,Titulo de Licenciatura,Gerente de Recursos Humanos,6,75000.0
27,Otro,Escuela Secundaria,Asociado de Ventas Junior,2,35000.0
38,Mujer,Titulo de Maestria,Gerente de Marketing,10,110000.0
30,Hombre,Titulo de Licenciatura,Ingeniero de Software,4,65000.0
45,Hombre,Doctorado,Cientifico de Datos,18,180000.0
25,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,0,35000.0
40,Mujer,Titulo de Maestria,Gerente de Recursos Humanos,11,120000.0
33,Hombre,Titulo de Licenciatura,Gerente de Operaciones,6,75000.0
29,Mujer,Escuela Secundaria,Asociado de Ventas Junior,1,30000.0
44,Hombre,Doctorado,Cientifico de Datos,16,160000.0
26,Hombre,Titulo de Licenciatura,Desarrollador de Software,3,60000.0
31,Hombre,Titulo de Licenciatura,Otro,5,70000.0
27,Mujer,Titulo de Maestria,Coordinador de Recursos Humanos,3,50000.0
42,Hombre,Doctorado,Cientifico de Datos,13,140000.0
34,Mujer,Otro,Gerente de Recursos Humanos,6,75000.0
28,Otro,Escuela Secundaria,Otro,2,35000.0
31,Hombre,Titulo de Licenciatura,Ingeniero de Software,4,65000.0
25,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,0,35000.0
29,Mujer,Escuela Secundaria,Asociado de Ventas Junior,0,30000.0
36,Mujer,Titulo de Maestria,Coordinador de Marketing,8,85000.0
31,Hombre,Titulo de Licenciatura,Gerente de Operaciones,5,70000.0
34,Mujer,Titulo de Licenciatura,Gerente de Recursos Humanos,0,75000.0
28,Hombre,Escuela Secundaria,Asociado de Ventas Junior,2,35000.0
39,Mujer,Titulo de Maestria,Gerente de Marketing,10,110000.0
25,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,1,35000.0
33,Hombre,Otro,Gerente de Operaciones,6,75000.0
44,Otro,Doctorado,Cientifico de Datos,16,160000.0
29,Otro,Escuela Secundaria,Asociado de Ventas Junior,1,30000.0
44,Hombre,Otro,Cientifico de Datos,16,160000.0
31,Hombre,Titulo de Licenciatura,bbb,0,70000.0
40,Otro,Titulo de Maestria,Gerente de Recursos Humanos,11,120000.0
36,Mujer,Otro,Coordinador de Marketing,8,85000.0
31,Hombre,Titulo de Licenciatura,Gerente de Operaciones,0,70000.0
27,Mujer,Titulo de Maestria,Otro,0,50000.0
31,Hombre,Titulo de Licenciatura,Ingeniero de Software,0,65000.0
28,Hombre,Escuela Secundaria,Otro,2,35000.0
25,Mujer,Titulo de Licenciatura,bbb,1,35000.0
31,Hombre,Titulo de Licenciatura,Otro,4,65000.0
44,Hombre,Doctorado,bbb,16,160000.0
27,Hombre,Titulo de Licenciatura,Ingeniero de Software,3,60000.0
38,Mujer,Titulo de Maestria,Otro,9,100000.0
44,Hombre,Doctorado,Cientifico de Datos,15,150000.0
30,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos,4,55000.0
23,Hombre,Escuela Secundaria,Asociado de Ventas Junior,1,30000.0
28,Mujer,Titulo de Maestria,Desarrollador de Software,5,70000.0
25,Mujer,Titulo de Maestria,Otro,2,40000.0
41,Hombre,Doctorado,Otro,12,130000.0
33,Mujer,Titulo de Licenciatura,Gerente de Recursos Humanos,6,75000.0
26,Hombre,Escuela Secundaria,Asociado de Ventas Junior,2,35000.0
37,Mujer,Titulo de Maestria,Gerente de Marketing,10,110000.0
46,Hombre,Doctorado,Cientifico de Datos,18,180000.0
26,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,1,35000.0
39,Mujer,Titulo de Maestria,Gerente de Recursos Humanos,11,120000.0
32,Hombre,Titulo de Licenciatura,Gerente de Operaciones,6,75000.0
28,Mujer,Escuela Secundaria,Asociado de Ventas Junior,1,30000.0
43,Hombre,Doctorado,Cientifico de Datos,16,160000.0
35,Mujer,Titulo de Maestria,Coordinador de Marketing,8,85000.0
30,Hombre,Titulo de Licenciatura,Gerente de Operaciones,5,70000.0
26,Mujer,Titulo de Maestria,Coordinador de Recursos Humanos,0,50000.0
41,Hombre,Doctorado,Cientifico de Datos,13,140000.0
27,Hombre,Escuela Secundaria,Asociado de Ventas Junior,2,35000.0
29,Hombre,Titulo de Licenciatura,Ingeniero de Software,4,65000.0
39,Mujer,Titulo de Maestria,Otro,11,120000.0
32,Hombre,Otro,Gerente de Operaciones,6,75000.0
27,Hombre,Titulo de Licenciatura,Desarrollador de Software,3,60000.0
35,Mujer,Titulo de Maestria,Coordinador de Marketing,0,85000.0
32,Hombre,Titulo de Licenciatura,bbb,6,75000.0
26,Mujer,Titulo de Maestria,Coordinador de Recursos Humanos,3,50000.0
38,Mujer,Otro,Gerente de Marketing,10,110000.0
26,Otro,Titulo de Maestria,Coordinador de Recursos Humanos,3,50000.0
33,Mujer,Otro,Gerente de Recursos Humanos,6,75000.0
26,Mujer,Otro,Coordinador de Recursos Humanos,3,50000.0
41,Hombre,Otro,Cientifico de Datos,13,140000.0
39,Mujer,Otro,Gerente de Recursos Humanos,11,120000.0
28,Otro,Escuela Secundaria,Asociado de Ventas Junior,0,30000.0
41,Otro,Doctorado,Cientifico de Datos,13,140000.0
28,Otro,Escuela Secundaria,Asociado de Ventas Junior,1,30000.0
26,Mujer,Titulo de Maestria,Coordinador de Recursos Humanos,0,50000.0
38,Mujer,Titulo de Maestria,Otro,10,110000.0
24,Hombre,Titulo de Licenciatura,Ingeniero de Software,2,55000.0
32,Mujer,Titulo de Maestria,Gerente de Marketing,7,90000.0
45,Hombre,Doctorado,Cientifico de Datos,16,160000.0
28,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos,4,60000.0
22,Hombre,Escuela Secundaria,Asociado de Ventas Junior,1,25000.0
36,Hombre,Titulo de Licenciatura,Gerente de Operaciones,8,100000.0
42,Hombre,Doctorado,Cientifico de Datos,0,140000.0
25,Hombre,Escuela Secundaria,Asociado de Ventas Junior,2,30000.0
47,Hombre,Doctorado,Cientifico de Datos,19,190000.0
40,Mujer,Titulo de Maestria,Gerente de Recursos Humanos,12,130000.0
33,Hombre,Titulo de Licenciatura,Gerente de Operaciones,7,85000.0
29,Mujer,Escuela Secundaria,Asociado de Ventas Junior,1,25000.0
44,Hombre,Otro,Otro,15,150000.0
28,Hombre,Titulo de Licenciatura,Desarrollador de Software,0,60000.0
36,Mujer,Titulo de Maestria,Coordinador de Marketing,9,100000.0
31,Hombre,Titulo de Licenciatura,Gerente de Operaciones,6,75000.0
42,Hombre,Doctorado,Cientifico de Datos,14,140000.0
34,Mujer,Titulo de Licenciatura,Otro,6,75000.0
26,Hombre,Escuela Secundaria,Asociado de Ventas Junior,2,30000.0
30,Hombre,Otro,Ingeniero de Software,4,65000.0
44,Hombre,Doctorado,Cientifico de Datos,0,150000.0
28,Hombre,Titulo de Licenciatura,Desarrollador de Software,3,60000.0
26,Hombre,Escuela Secundaria,Asociado de Ventas Junior,0,30000.0
39,Mujer,Titulo de Maestria,Gerente de Marketing,11,120000.0
47,Otro,Doctorado,Cientifico de Datos,19,190000.0
29,Mujer,Escuela Secundaria,Otro,1,25000.0
31,Hombre,Titulo de Licenciatura,Gerente de Operaciones,0,75000.0
39,Otro,Titulo de Maestria,Gerente de Marketing,11,120000.0
30,Otro,Titulo de Licenciatura,Ingeniero de Software,4,65000.0
33,Hombre,Titulo de Licenciatura,bbb,7,85000.0
29,Mujer,Escuela Secundaria,Asociado de Ventas Junior,0,25000.0
26,Hombre,Escuela Secundaria,Asociado de Ventas Junior,0,30000.0
47,Hombre,Otro,Cientifico de Datos,19,190000.0
25,Mujer,Titulo de Licenciatura,Otro,1,35000.0
40,Mujer,Otro,Gerente de Recursos Humanos,12,130000.0
28,Otro,Titulo de Licenciatura,Desarrollador de Software,3,60000.0
31,Hombre,Titulo de Licenciatura,Ingeniero de Software,5,80000.0
27,Mujer,Titulo de Maestria,Gerente de Marketing,3,60000.0
38,Hombre,Doctorado,Cientifico de Datos,12,130000.0
29,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos,2,45000.0
23,Hombre,Escuela Secundaria,Asociado de Ventas Junior,1,25000.0
32,Mujer,Titulo de Maestria,Desarrollador de Software,7,90000.0
44,Hombre,Titulo de Licenciatura,Gerente de Operaciones,18,170000.0
26,Mujer,Titulo de Licenciatura,Coordinador de Marketing,2,40000.0
40,Hombre,Doctorado,Cientifico de Datos,15,150000.0
33,Mujer,Titulo de Licenciatura,Gerente de Recursos Humanos,8,95000.0
24,Hombre,Escuela Secundaria,Asociado de Ventas Junior,1,25000.0
35,Mujer,Titulo de Maestria,Gerente de Marketing,10,110000.0
29,Hombre,Titulo de Licenciatura,Ingeniero de Software,4,70000.0
49,Hombre,Otro,Cientifico de Datos,22,220000.0
26,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,2,35000.0
36,Hombre,Titulo de Licenciatura,Gerente de Operaciones,9,110000.0
28,Mujer,Escuela Secundaria,Asociado de Ventas Junior,1,25000.0
29,Hombre,Titulo de Licenciatura,Desarrollador de Software,5,80000.0
39,Mujer,Titulo de Maestria,Coordinador de Marketing,11,120000.0
32,Hombre,Titulo de Licenciatura,Gerente de Operaciones,6,90000.0
28,Mujer,Titulo de Maestria,Coordinador de Recursos Humanos,2,45000.0
29,Hombre,Titulo de Licenciatura,Otro,4,70000.0
49,Hombre,Doctorado,Cientifico de Datos,22,220000.0
41,Mujer,Titulo de Maestria,Gerente de Recursos Humanos,13,140000.0
36,Otro,Titulo de Licenciatura,Gerente de Operaciones,9,110000.0
28,Mujer,Titulo de Maestria,Otro,2,45000.0
35,Otro,Titulo de Maestria,Gerente de Marketing,10,110000.0
33,Mujer,Otro,Gerente de Recursos Humanos,8,95000.0
24,Otro,Escuela Secundaria,Asociado de Ventas Junior,1,25000.0
29,Hombre,Titulo de Licenciatura,Ingeniero de Software,0,70000.0
29,Hombre,Otro,Desarrollador de Software,5,80000.0
41,Otro,Titulo de Maestria,Gerente de Recursos Humanos,13,140000.0
