Age,Gender,Education Level,Job Title,Years of Experience,Salary
25.0,Male,High School,Sales Associate,1.0,35000.0
40.0,Female,Bachelor's Degree,Financial Manager,11.0,110000.0
32.0,Male,PhD,,8.0,80000.0
28.0,Female,Master's Degree,,4.0,55000.0
44.0,Male,Bachelor's Degree,,,150000.0
29.0,Female,High School,Sales Representative,2.0,40000.0
51.0,Male,PhD,Marketing Manager,19.0,190000.0
36.0,Female,Bachelor's Degree,Sales Executive,8.0,80000.0
24.0,Male,Bachelor's Degree,Sales Manager,1.0,35000.0
42.0,,Master's Degree,Director of Marketing,13.0,130000.0
27.0,Male,High School,Financial Manager,3.0,45000.0
33.0,Female,Bachelor's Degree,Sales Director,7.0,
28.0,Male,PhD,Marketing Manager,4.0,55000.0
51.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
37.0,Male,Bachelor's Degree,Sales Representative,7.0,90000.0
49.0,,PhD,Senior Product Marketing Manager,20.0,200000.0
32.0,Male,High School,Junior Sales Representative,bbb,40000.0
30.0,Female,Bachelor's Degree,Sales Director,5.0,70000.0
46.0,Male,Master's Degree,Director of Marketing,16.0,160000.0
26.0,Female,High School,Sales Associate,1.0,35000.0
,Male,Bachelor's Degree,Financial Manager,13.0,130000.0
36.0,Female,PhD,Marketing Manager,bbb,
24.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0
43.0,Female,Master's Degree,Sales Manager,14.0,140000.0
27.0,Male,High School,Digital Marketing Manager,2.0,40000.0
33.0,Female,Bachelor's Degree,Content Marketing Manager,7.0,90000.0
28.0,Male,PhD,Sales Representative,4.0,55000.0
51.0,Female,Master's Degree,Senior Product Marketing Manager,19.0,190000.0
37.0,Male,Bachelor's Degree,Junior Sales Representative,6.0,
,,PhD,Director of Marketing,20.0,200000.0
32.0,,High School,Sales Associate,3.0,50000.0
30.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
46.0,Male,Master's Degree,Marketing Manager,14.0,140000.0
26.0,Female,High School,Sales Executive,1.0,35000.0
42.0,Male,Bachelor's Degree,Content Marketing Manager,13.0,130000.0
36.0,Female,PhD,Senior Product Marketing Manager,10.0,100000.0
24.0,Male,Bachelor's Degree,,1.0,35000.0
43.0,Female,Master's Degree,Digital Marketing Manager,15.0,150000.0
27.0,Male,High School,Sales Manager,2.0,40000.0
33.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
28.0,Male,PhD,Marketing Manager,4.0,55000.0
51.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
37.0,Male,Bachelor's Degree,Sales Director,7.0,
49.0,Female,PhD,Senior Product Marketing Manager,20.0,200000.0
32.0,Male,High School,Junior Sales Representative,3.0,40000.0
30.0,Female,Bachelor's Degree,Sales Manager,5.0,70000.0
46.0,Male,Master's Degree,Director of Marketing,16.0,160000.0
26.0,Female,High School,Sales Associate,1.0,35000.0
42.0,Male,Bachelor's Degree,Financial Manager,13.0,130000.0
36.0,Female,PhD,,9.0,95000.0
24.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0
43.0,Female,Master's Degree,Sales Manager,14.0,140000.0
27.0,Male,High School,Digital Marketing Manager,2.0,40000.0
33.0,Female,,Content Marketing Manager,7.0,90000.0
28.0,Male,PhD,Sales Representative,4.0,55000.0
51.0,Female,Master's Degree,Senior Product Marketing Manager,19.0,190000.0
37.0,Male,Bachelor's Degree,Junior Sales Representative,6.0,75000.0
49.0,Female,PhD,Director of Marketing,,200000.0
32.0,Male,High School,Sales Associate,3.0,50000.0
30.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
,Male,Master's Degree,Marketing Manager,14.0,140000.0
26.0,Female,High School,,1.0,
42.0,Male,Bachelor's Degree,Content Marketing Manager,13.0,130000.0
36.0,Female,PhD,Senior Product Marketing Manager,10.0,100000.0
24.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
43.0,Female,Master's Degree,Digital Marketing Manager,15.0,150000.0
27.0,,High School,Sales Manager,2.0,40000.0
33.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
,Male,PhD,Marketing Manager,4.0,55000.0
51.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
37.0,Male,Bachelor's Degree,Sales Director,7.0,90000.0
49.0,Female,PhD,Senior Product Marketing Manager,20.0,200000.0
32.0,Male,High School,Junior Sales Representative,3.0,40000.0
30.0,Female,Bachelor's Degree,,5.0,70000.0
46.0,Male,Master's Degree,Director of Marketing,16.0,160000.0
26.0,Female,High School,Sales Associate,1.0,35000.0
42.0,Male,Bachelor's Degree,Financial Manager,13.0,130000.0
36.0,Female,PhD,Marketing Manager,9.0,95000.0
24.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0
43.0,,Master's Degree,,14.0,
27.0,Male,High School,Digital Marketing Manager,2.0,40000.0
33.0,Female,,Content Marketing Manager,7.0,90000.0
28.0,Male,PhD,Sales Representative,4.0,55000.0
51.0,Female,Master's Degree,Senior Product Marketing Manager,19.0,
37.0,Male,Bachelor's Degree,Junior Sales Representative,6.0,75000.0
49.0,Female,PhD,Director of Marketing,20.0,200000.0
32.0,Male,High School,Sales Associate,3.0,50000.0
30.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
46.0,Male,Master's Degree,Marketing Manager,14.0,140000.0
26.0,Female,High School,Sales Executive,1.0,35000.0
42.0,Male,Bachelor's Degree,Content Marketing Manager,13.0,130000.0
36.0,Female,PhD,Senior Product Marketing Manager,10.0,100000.0
24.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
43.0,Female,Master's Degree,Digital Marketing Manager,15.0,150000.0
27.0,Male,High School,Sales Manager,2.0,
33.0,Female,Bachelor's Degree,Director of Marketing,,80000.0
28.0,Male,PhD,Marketing Manager,4.0,55000.0
51.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
37.0,Male,Bachelor's Degree,Sales Director,7.0,90000.0
49.0,Female,PhD,Senior Product Marketing Manager,20.0,
32.0,Male,High School,Junior Sales Representative,3.0,40000.0
30.0,Female,Bachelor's Degree,Sales Manager,5.0,70000.0
46.0,Male,Master's Degree,Director of Marketing,16.0,160000.0
26.0,Female,High School,Sales Associate,1.0,35000.0
42.0,Male,Bachelor's Degree,Financial Manager,13.0,130000.0
36.0,,PhD,Marketing Manager,9.0,95000.0
24.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0
43.0,Female,Master's Degree,Sales Manager,14.0,140000.0
27.0,,High School,Digital Marketing Manager,2.0,40000.0
33.0,Female,Bachelor's Degree,Content Marketing Manager,7.0,90000.0
28.0,Male,PhD,Sales Representative,4.0,
51.0,Female,Master's Degree,Senior Product Marketing Manager,19.0,190000.0
37.0,Male,,Junior Sales Representative,6.0,75000.0
49.0,Female,PhD,Director of Marketing,20.0,200000.0
32.0,Male,High School,Sales Associate,3.0,50000.0
30.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
46.0,Male,Master's Degree,,bbb,140000.0
26.0,Female,High School,Sales Executive,1.0,35000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
51.0,Male,PhD,Software Engineer Manager,16.0,190000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0
50.0,Female,Master's Degree,Senior Product Marketing Manager,18.0,180000.0
46.0,Male,Master's Degree,Marketing Manager,14.0,140000.0
30.0,Female,Master's Degree,Senior Project Engineer,5.0,100867.0
33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,,180000.0
24.0,Female,,Receptionist,0.0,25000.0
28.0,,Bachelor's Degree,Junior HR Coordinator,3.0,45000.0
36.0,Male,Master's Degree,Back end Developer,9.0,150000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0
41.0,Male,Master's Degree,,13.0,170000.0
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0
28.0,,Bachelor's Degree,Web Developer,4.0,65000.0
38.0,Male,Master's Degree,Marketing Director,,
36.0,Female,Master's Degree,Full Stack Engineer,13.0,
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
28.0,Female,Master's,Data Scientist,6.0,150000.0
33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0
32.0,Male,PhD,Data Scientist,9.0,140000.0
35.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
44.0,Female,PhD,Senior Project Engineer,14.0,190000.0
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0
32.0,Male,Bachelor's,Software Engineer,8.0,180000.0
38.0,Female,Master's Degree,Marketing Manager,14.0,
24.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0
41.0,Male,Master's Degree,Software Engineer Manager,14.0,180000.0
35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
36.0,Female,PhD,Research Scientist,13.0,185000.0
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0
50.0,Female,Master's Degree,,15.0,150000.0
30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0
45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0
32.0,Female,Master's Degree,bbb,6.0,115000.0
31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,
28.0,Male,Master's,Product Manager,3.0,130000.0
,Male,Master's Degree,Product Manager,7.0,110000.0
54.0,Other,High School,Senior Software Engineer,29.0,158254.0
30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
31.0,Male,High School,Junior HR Generalist,bbb,35000.0
34.0,Male,Bachelor's Degree,bbb,8.0,101000.0
30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0
36.0,Female,PhD,Research Scientist,13.0,185000.0
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0
,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
24.0,Male,Bachelor's,Data Analyst,1.0,95000.0
45.0,Female,Master's,Senior Marketing Manager,,160000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
,Female,PhD,Software Engineer Manager,19.0,
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0
38.0,Male,Master's Degree,Director of Marketing,9.0,95000.0
38.0,Female,Master's Degree,Marketing Director,14.0,170000.0
34.0,Male,PhD,Research Director,11.0,160000.0
34.0,Male,Bachelor's,Senior Quality Assurance Analyst,9.0,100000.0
30.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
36.0,Female,PhD,Research Scientist,12.0,170000.0
24.0,Female,,Junior Web Developer,1.0,40000.0
45.0,Female,Bachelor's Degree,,21.0,167015.0
34.0,Male,Master's Degree,,9.0,140000.0
33.0,,Master's Degree,Senior Project Engineer,10.0,113334.0
28.0,,Master's Degree,Full Stack Engineer,5.0,84181.0
24.0,Male,Bachelor's Degree,Junior Web Developer,1.0,40000.0
31.0,Female,,Event Coordinator,5.0,45000.0
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0
38.0,Female,Bachelor's,Senior Accountant,10.0,80000.0
56.0,Female,PhD,Software Engineer Manager,18.0,210000.0
38.0,Male,Bachelor's Degree,Back end Developer,14.0,136449.0
27.0,Male,High School,Junior Sales Associate,2.0,35000.0
34.0,Female,Bachelor's,Junior Marketing Analyst,6.0,70000.0
29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0
30.0,Female,PhD,Data Scientist,7.0,170000.0
33.0,Male,PhD,Research Scientist,10.0,150000.0
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0
27.0,Male,PhD,Marketing Manager,4.0,55000.0
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
28.0,Male,Bachelor's,Software Engineer,5.0,150000.0
28.0,Male,Bachelor's,Technical Support Specialist,2.0,40000.0
35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0
36.0,Female,Bachelor's,Recruiter,9.0,60000.0
45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0
43.0,Male,Bachelor's Degree,Full Stack Engineer,,152560.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0
27.0,Female,Bachelor's Degree,Software Engineer,,70000.0
41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
35.0,Female,Bachelor's,Product Manager,12.0,190000.0
44.0,Male,PhD,Data Scientist,16.0,160000.0
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
28.0,Female,Bachelor's,,5.0,150000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
39.0,Female,PhD,,13.0,145000.0
49.0,Female,PhD,Software Engineer Manager,22.0,
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
53.0,Male,PhD,Software Engineer Manager,25.0,181714.0
25.0,Female,Bachelor's,Data Analyst,2.0,100000.0
44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0
34.0,Male,,,8.0,140000.0
24.0,Female,High School,Receptionist,0.0,25000.0
29.0,Female,Bachelor's,Junior Sales Representative,1.5,40000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
33.0,Male,Master's Degree,Back end Developer,6.0,130000.0
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0
36.0,Female,Bachelor's,Sales Associate,7.0,60000.0
24.0,Female,High School,Receptionist,0.0,25000.0
35.0,Female,Bachelor's,HR Generalist,7.0,60000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
54.0,,PhD,Software Engineer Manager,32.0,
43.0,Female,PhD,Software Engineer Manager,19.0,156486.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
36.0,Female,Master's Degree,Senior Project Engineer,12.0,130356.0
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
39.0,Female,Master's Degree,,12.0,160000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
36.0,Female,PhD,Research Scientist,13.0,185000.0
37.0,Male,Bachelor's Degree,Product Manager,,150000.0
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0
36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
28.0,Male,Master's Degree,Web Developer,5.0,80000.0
27.0,Female,,Software Engineer,3.0,70000.0
,Female,Master's,Digital Marketing Manager,10.0,90000.0
50.0,Female,Master's Degree,bbb,19.0,190000.0
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
28.0,Male,Bachelor's,Software Engineer,4.0,160000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
32.0,Male,Master's Degree,Product Manager,7.0,110000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,70000.0
26.0,Male,Bachelor's Degree,Product Designer,1.0,50000.0
36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
46.0,Male,Bachelor's Degree,Senior Project Engineer,23.0,181699.0
,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0
28.0,Male,Master's,Product Manager,3.0,130000.0
32.0,Male,Master's Degree,Product Manager,7.0,110000.0
22.0,Male,High School,Junior Sales Associate,1.0,25000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,,70000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
28.0,Male,Bachelor's Degree,Digital Marketing Manager,4.0,80000.0
32.0,Male,Bachelor's,Software Engineer,,190000.0
50.0,Female,Master's Degree,Senior Project Engineer,22.0,182768.0
36.0,Female,Master's Degree,Web Developer,7.0,85000.0
43.0,Male,PhD,Content Marketing Manager,16.0,160000.0
50.0,Female,PhD,Software Engineer Manager,16.0,185000.0
41.0,Male,PhD,Data Scientist,15.0,155000.0
40.0,Female,PhD,,13.0,125000.0
29.0,Male,Bachelor's,Data Analyst,7.0,130000.0
46.0,Male,Master's Degree,bbb,16.0,160000.0
34.0,Female,PhD,Research Director,11.0,160000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
31.0,Male,High School,Sales Associate,3.0,50000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0
23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
33.0,Male,,Junior Web Developer,5.0,50000.0
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
28.0,Male,Bachelor's Degree,bbb,2.0,70000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0
33.0,Male,PhD,Sales Director,bbb,155000.0
26.0,Male,High School,Junior Sales Associate,1.0,
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0
33.0,Male,PhD,Data Scientist,8.0,190000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
34.0,Male,PhD,Research Director,12.0,170000.0
32.0,,Master's Degree,Senior Project Engineer,8.0,122354.0
42.0,Female,Master's Degree,Sales Manager,13.0,130000.0
50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0
23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0
42.0,Male,PhD,Senior Human Resources Manager,14.0,130000.0
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
,Female,Master's Degree,Marketing Manager,5.0,68000.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
47.0,Female,PhD,Senior Software Engineer,14.0,170000.0
32.0,Female,PhD,Data Scientist,9.0,145000.0
37.0,Female,Master's Degree,Senior Software Engineer,9.0,155000.0
31.0,Male,Bachelor's Degree,Project Manager,6.0,115000.0
27.0,Male,,Software Engineer,4.0,140000.0
34.0,Male,PhD,Research Director,11.0,160000.0
54.0,Male,PhD,Software Engineer Manager,18.0,195000.0
,Female,Bachelor's Degree,Software Engineer,13.0,197000.0
33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0
27.0,Male,Bachelor's Degree,,3.0,80000.0
31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
,Female,,Sales Associate,0.0,25000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0
35.0,Female,Master's Degree,bbb,9.0,
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
26.0,Female,Master's Degree,Front end Developer,1.0,55000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
29.0,Female,Bachelor's,bbb,4.0,140000.0
28.0,Male,Bachelor's Degree,Web Developer,bbb,65000.0
32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0
27.0,Female,Bachelor's Degree,Software Engineer,bbb,70000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0
45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0
58.0,Male,Master's Degree,Senior Software Engineer,27.0,190004.0
48.0,Female,Master's Degree,Senior Software Engineer,24.0,184006.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
31.0,Male,Bachelor's,Data Analyst,9.0,
34.0,Female,Master's,Product Manager,12.0,196000.0
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0
32.0,Male,Master's Degree,Product Manager,7.0,110000.0
34.0,Male,Master's Degree,,9.0,
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
54.0,Male,Master's Degree,Senior Software Engineer,32.0,195270.0
36.0,Male,Master's Degree,,8.0,140000.0
28.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0
28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
33.0,Male,Master's Degree,Software Engineer,9.0,120000.0
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0
41.0,Male,Bachelor's Degree,Financial Manager,12.0,120000.0
33.0,Female,Master's,Product Manager,,195000.0
31.0,Female,High School,Junior Sales Associate,,25000.0
38.0,Female,Bachelor's,Senior Project Manager,9.0,120000.0
30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0
33.0,Female,Master's Degree,,9.0,121432.0
31.0,Female,PhD,,8.0,140000.0
27.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0
50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0
47.0,,PhD,Software Engineer Manager,21.0,174985.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0
,Female,Bachelor's Degree,Software Developer,5.0,80000.0
53.0,Male,Master's,Director of Marketing,25.0,180000.0
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0
35.0,Male,PhD,Marketing Manager,8.0,80000.0
36.0,Female,PhD,Research Scientist,13.0,185000.0
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0
39.0,Female,Bachelor's Degree,Financial Manager,15.0,200000.0
57.0,Female,PhD,Full Stack Engineer,30.0,121450.0
42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0
26.0,Female,Master's Degree,Front end Developer,4.0,76898.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0
38.0,Female,Bachelor's,Senior Business Analyst,10.0,110000.0
33.0,,Bachelor's Degree,Human Resources Manager,6.0,75000.0
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0
31.0,Female,Bachelor's,Junior Business Development Associate,3.0,50000.0
24.0,Female,Bachelor's Degree,Sales Executive,1.0,35000.0
31.0,Male,Bachelor's Degree,Back end Developer,8.0,100052.0
,Female,High School,Senior Project Engineer,25.0,154207.0
50.0,Male,Bachelor's Degree,Back end Developer,23.0,175966.0
42.0,Female,Master's Degree,Sales Manager,13.0,130000.0
28.0,Female,Bachelor's Degree,bbb,3.0,65000.0
36.0,Female,Master's Degree,Web Developer,7.0,85000.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
43.0,Male,PhD,Data Scientist,16.0,
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
49.0,Male,Master's Degree,Software Engineer Manager,23.0,182392.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
27.0,Female,Master's Degree,Data Scientist,3.0,180000.0
27.0,,Bachelor's,Software Engineer,,160000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,,High School,Sales Executive,1.0,35000.0
33.0,Female,Master's Degree,Marketing Manager,8.0,120000.0
,Male,Bachelor's,Data Analyst,5.0,160000.0
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0
,Female,Master's Degree,Marketing Manager,10.0,110000.0
29.0,Male,Bachelor's Degree,bbb,4.0,80000.0
28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0
36.0,Male,Bachelor's Degree,Sales Representative,6.0,75000.0
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0
28.0,Female,Master's Degree,Human Resources Coordinator,,45000.0
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0
28.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,77606.0
,Female,PhD,Senior Marketing Manager,18.0,140000.0
31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0
34.0,Male,PhD,Research Director,11.0,160000.0
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
46.0,Female,Bachelor's Degree,Back end Developer,19.0,150729.0
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0
36.0,Male,Bachelor's Degree,Front end Developer,12.0,137878.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
42.0,Female,Master's Degree,Full Stack Engineer,14.0,163558.0
43.0,Male,Bachelor's Degree,Full Stack Engineer,,152726.0
34.0,Male,Master's Degree,Front end Developer,9.0,150000.0
41.0,Male,PhD,Data Scientist,15.0,157000.0
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
37.0,Male,PhD,Director of HR,11.0,115000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
43.0,Female,Master's Degree,Sales Manager,14.0,140000.0
23.0,Female,Bachelor's Degree,,1.0,32000.0
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
37.0,Male,PhD,Product Manager,14.0,195000.0
